#{"t_start": 1610106348.9607565, "env_id": "AntWall-v0"}
r,l,t--26.094628,53,1.292826241.694782,500,2.24714
-28.468032,49,2.359893
-14.192606,14,2.392124
-91020.820767,500,2.922-20.808633,73,2.634369
-7.88-15.857557,62,3.10-13.37.01789,34,3.18244-9.982754,60,2.876513735.-11.040972,53,3.353066
-225.059429,500,4.480414
128.835851,140,4.796327
-58.920335,82,4.980203
404.703702,500,12.430754
78.256104,114,12.688458
-8.92021,11,12.71402
-13.753118,20,12.761063
-6.102387,8,12.786637
-10.57768,46,12.890839
-13.39355,41,12.984245
-20.163733,20,13.030622
-5.494328,3351.229014,500,13.299273
-17.502344,36,13.38178
-16.461635,52,13.500653
1006.24481,500,14.632042
7.36939,123,14.909496
-28.457282,49,15.019989
-21.709301,30,15.089805
-13.293823,77,15.263348
-26.982047,71,15.422795
1637.690856,500,16.556632
166.004492,193,23.711087
7.447926,91,23.918868
-22.97767,70,24.077806
94.729937,87,24.275
-17.052654,41,24.367207
-17.125379,21,24.41454
-2.005503,33,24.488873
-17.645024,28,24.551884
14.766907,68,24.706119
-11.447038,14,24.738201
-13.933354,14,24.769799
-9.49838,28,24.833066
1082.955272,500,25.969145
-38.021811,60,26.105029
-24.811761,36,26.187001
-34.960739,62,26.327245
-4.003041,79,26.505996
72.283719,97,26.725396
-31.494097,53,26.845694
-19.182957,19,26.889343
-18.608006,38,26.975965
-18.823186,17,27.014942
-15.679266,30,27.083489
-33.412314,83,27.272916
-103.193503,500,34.771306
-8.638717,89,34.972766
22.16558,80,35.153345
-21.822421,29,35.219455
58.886844,88,35.418083
1034.154013,500,36.554345
-20.34449,25,36.669095
141.966309,500,39.254939
-10.973158,61,39.57015
-15.519037,35,39.750048
-13.921219,54,40.026726
-7.550713,89,40.483922
4.13641,49,40.738655
-14.3532,18,40.830031
5.210926,63,41.156334
87.124481,96,41.652568
179.851187,144,42.395407
-13.422946,68,49.010963
-3.162602,68,49.16903
34.610645,99,49.393977
-41.227842,74,49.561923
35.253426,145,49.893048
276.187847,500,51.03196
-10.029198,11,51.057167
-18.416977,19,51.10036
-35.500068,45,51.203424
175.774346,111,51.457278
-54.018692,73,51.622777
-18.024587,26,51.682065
-25.705767,37,51.765776
-7.209403,63,51.910158
-3.600301,22,51.959994
-12.588364,17,51.998839
-6.288331,19,52.043611
-9.794058,92,52.251338
-9.625918,22,52.301332
-13.36078,15,52.335927
126.292223,153,52.682736
-24.640939,54,52.806127
17.196367,77,52.981112
-13.56513,48,53.09092
-196.806675,500,60.456431
-20.867597,77,60.631067
-12.56336,15,60.665184
-20.543182,80,60.846518
-40.814899,77,61.022449
-13.311475,15,61.057421
-18.233981,43,61.154303
22.939015,102,61.384629
-15.157439,16,61.421314
-10.001078,23,61.473559
19.401563,73,61.63924
790.571361,500,62.778271
-9.555499,13,62.807961
-6.527396,27,62.869608
-13.66551,20,62.915373
4.426844,52,63.034829
-10.250963,12,63.062548
6.079489,45,63.165774
423.380241,500,64.300082
619.36692,500,71.551582
-16.278027,116,71.816001
-35.150864,49,71.92692
-12.238934,26,71.986249
52.783064,77,72.16061
-7.38815,41,72.254503
0.860646,62,72.396698
561.783813,500,73.53091
-14.545705,12,73.558589
-9.154113,16,73.595446
-8.045695,14,73.627387
41.133236,77,73.800443
8.939585,58,73.932728
-8.462474,20,73.979106
-36.506459,70,74.137429
